Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
35,1219,18,3,1,3,0,86,3,2,3,2,4601,6179,1,1,0,16,3,2,80,5,3,5,2,1,0,No
52,1053,1,2,1,4,1,70,3,4,4,2,17099,13829,2,1,0,15,3,2,80,26,2,9,8,7,8,No
58,289,2,3,1,4,1,51,3,1,3,1,2479,26227,4,1,0,24,4,1,80,7,3,1,0,0,0,Yes
53,1376,2,2,1,3,1,45,3,4,3,3,14852,13938,6,1,0,13,3,3,80,22,4,17,13,15,2,No
30,231,8,2,1,3,1,62,3,3,3,3,7264,9977,5,1,0,11,3,1,80,10,4,8,4,7,7,No
38,152,10,3,1,3,0,85,3,2,4,1,5666,19899,1,1,1,13,3,2,80,6,3,5,3,1,3,No
35,882,3,4,1,4,1,92,3,3,4,3,7823,6812,6,1,0,13,3,2,80,12,3,10,9,0,8,No
39,903,2,5,1,1,1,41,4,3,3,1,7880,2560,0,1,0,18,3,4,80,9,3,8,7,0,7,No
40,1479,24,3,1,2,0,100,4,4,2,1,13194,17071,4,1,1,16,3,4,80,22,2,1,0,0,0,Yes
47,1379,16,4,1,3,1,64,4,2,3,3,5067,6759,1,1,1,19,3,3,80,20,4,19,10,2,7,No
36,1229,8,4,1,1,1,84,3,2,4,3,5079,25952,4,1,0,13,3,4,80,12,3,7,7,0,7,No
31,335,9,2,1,3,1,46,2,1,1,1,2321,10322,0,1,1,22,4,1,80,4,3,3,2,1,2,Yes
33,722,17,3,1,4,1,38,3,4,3,1,17444,20489,1,1,0,11,3,4,80,10,3,10,8,6,0,No
29,906,10,3,1,4,0,92,2,1,1,1,2404,11479,6,1,1,20,4,3,80,3,3,0,0,0,0,Yes
33,461,13,1,1,2,0,53,3,1,4,1,3452,17241,3,1,0,18,3,1,80,5,3,3,2,0,2,No
45,974,1,4,1,4,0,91,3,1,4,3,2270,11005,3,1,0,14,3,4,80,8,3,5,3,0,2,No
50,1126,1,2,1,4,1,66,3,4,4,3,17399,6615,9,1,0,22,4,3,80,32,2,5,4,1,3,No
33,827,1,4,1,3,0,84,4,2,2,2,5488,20161,1,1,1,13,3,1,80,6,3,6,5,1,2,No
41,840,9,3,1,1,1,64,3,5,3,3,19419,3735,2,1,0,17,3,2,80,21,4,18,16,0,11,No
27,1134,16,4,1,3,0,37,3,1,2,2,2811,12086,9,1,0,14,3,2,80,4,3,2,2,2,2,No
45,248,23,2,1,4,1,42,3,2,1,2,3633,14039,1,1,1,15,3,3,80,9,3,9,8,0,8,No
47,955,4,2,1,4,0,83,3,2,4,1,4163,8571,1,1,1,17,3,3,80,9,3,9,0,0,7,No
30,138,22,3,1,1,0,48,3,1,3,2,2132,11539,4,1,1,11,3,2,80,7,3,5,2,0,1,Yes
50,939,24,3,1,4,1,95,3,4,3,2,13973,4161,3,1,1,18,3,4,80,22,3,12,11,1,5,No
38,1391,10,1,1,3,1,66,3,1,3,2,2684,12127,0,1,0,17,3,2,80,3,2,2,1,0,2,No
46,566,7,2,1,4,1,75,3,3,3,3,10845,24208,6,1,0,13,3,2,80,13,3,8,7,0,7,No
24,1206,17,1,1,4,0,41,2,2,3,3,4377,24117,1,1,0,15,3,2,80,5,3,4,2,3,2,No
35,622,14,4,1,3,1,39,2,1,2,3,3743,10074,1,1,1,24,4,4,80,5,1,4,2,0,2,Yes
31,853,1,1,1,3,0,96,3,2,1,2,4148,11275,1,1,0,12,3,3,80,4,3,4,3,0,3,No
18,287,5,2,1,2,1,73,3,1,4,1,1051,13493,1,1,0,15,3,4,80,0,3,0,0,0,0,No
54,1441,17,3,1,3,0,56,3,3,3,2,10739,13943,8,1,0,11,3,3,80,22,3,10,7,0,8,No
35,583,25,4,1,3,0,57,3,3,3,3,10388,6975,1,1,1,11,3,3,80,16,2,16,10,10,1,No
30,153,8,2,1,2,0,73,4,3,1,2,11416,17802,0,1,1,12,3,3,80,9,2,8,7,1,7,No
20,1097,11,3,1,4,0,98,2,1,1,1,2600,18275,1,1,1,15,3,1,80,1,3,1,0,0,0,Yes
30,109,5,3,1,2,0,60,3,1,2,1,2422,25725,0,1,0,17,3,1,80,4,3,3,2,1,2,Yes
26,1066,2,2,1,4,1,32,4,2,4,2,5472,3334,1,1,0,12,3,2,80,8,3,8,7,1,3,No
22,217,8,1,1,2,1,94,1,1,1,2,2451,6881,1,1,0,15,3,1,80,4,2,4,3,1,1,No
48,277,6,3,1,1,1,97,2,2,3,1,4240,13119,2,1,0,13,3,4,80,19,3,2,2,2,2,No
48,1355,4,4,1,3,1,78,2,3,3,1,10999,22245,7,1,0,14,3,2,80,27,3,15,11,4,8,No
41,549,7,2,1,4,0,42,3,2,3,1,5003,23371,6,1,0,14,3,2,80,8,3,2,2,2,1,No
39,466,1,1,1,4,0,65,2,4,4,2,12742,7060,1,1,0,16,3,3,80,21,3,21,6,11,8,No
27,1055,2,4,1,1,0,47,3,2,4,2,4227,4658,0,1,0,18,3,2,80,4,3,3,2,2,2,No
35,802,10,3,1,2,1,45,3,1,4,3,3917,9541,1,1,0,20,4,1,80,3,2,3,2,1,2,No
42,265,5,2,1,4,1,90,3,5,3,2,18303,7770,6,1,0,13,3,2,80,21,4,1,0,0,0,No
50,804,9,3,1,1,1,64,3,1,4,2,2380,20165,4,1,0,18,3,2,80,8,3,1,0,0,0,No
59,715,2,3,1,3,0,69,2,4,4,1,13726,21829,3,1,1,13,3,1,80,30,3,5,3,4,3,No
37,1141,11,2,1,1,0,61,1,2,2,2,4777,14382,5,1,0,15,3,1,80,15,1,1,0,0,0,Yes
55,135,18,4,1,3,1,62,3,2,2,2,6385,12992,3,1,1,14,3,4,80,17,3,8,7,6,7,No
41,247,7,1,1,2,0,55,1,5,3,3,19973,20284,1,1,0,22,4,2,80,21,3,21,16,5,10,No
38,1035,3,4,1,2,1,42,3,2,4,1,6861,4981,8,1,1,12,3,3,80,19,3,1,0,0,0,No
26,265,29,2,1,2,1,79,1,2,1,1,4969,21813,8,1,0,18,3,4,80,7,3,2,2,2,2,Yes
52,266,2,1,1,1,0,57,1,5,4,2,19845,25846,1,1,0,15,3,4,80,33,3,32,14,6,9,Yes
44,1448,28,3,1,4,0,53,4,4,4,2,13320,11737,3,1,1,18,3,3,80,23,3,12,11,11,11,No
50,145,1,3,1,4,0,95,3,2,3,2,6347,24920,0,1,0,12,3,1,80,19,3,18,7,0,13,No
36,885,16,4,1,3,0,43,4,1,1,1,2743,8269,1,1,0,16,3,3,80,18,3,17,13,15,14,Yes
39,945,22,3,1,4,0,82,3,3,1,1,10880,5083,1,1,1,13,3,3,80,21,3,21,6,2,8,No
33,1038,8,1,1,2,0,88,2,1,4,1,2342,21437,0,1,0,19,3,4,80,3,2,2,2,2,2,No
45,1234,11,2,1,4,0,90,3,4,4,2,17650,5404,3,1,0,13,3,2,80,26,4,9,3,1,1,No
32,1109,29,4,1,4,0,69,3,1,3,1,4025,11135,9,1,0,12,3,2,80,10,3,8,7,7,7,No
34,216,1,4,1,2,1,75,4,2,4,3,9725,12278,0,1,0,11,3,4,80,16,2,15,1,0,9,No
59,1089,1,2,1,2,1,66,3,3,4,2,11904,11038,3,1,1,14,3,3,80,14,1,6,4,0,4,No
45,788,24,4,1,2,1,36,3,1,2,1,2177,8318,1,1,0,16,3,1,80,6,3,6,3,0,4,No
53,124,2,3,1,3,0,38,2,3,2,2,7525,23537,2,1,0,12,3,1,80,30,3,15,7,6,12,No
36,660,15,3,1,1,1,81,3,2,3,3,4834,7858,7,1,0,14,3,2,80,9,2,1,0,0,0,Yes
26,342,2,3,1,1,1,57,3,1,1,2,2042,15346,6,1,1,14,3,2,80,6,3,3,2,1,2,Yes
34,1333,10,4,1,3,0,87,3,1,3,2,2220,18410,1,1,1,19,3,4,80,1,3,1,1,0,0,No
28,1144,10,1,1,4,1,74,3,1,2,2,1052,23384,1,1,0,22,4,2,80,1,3,1,0,0,0,No
38,1186,3,4,1,3,1,44,3,1,3,2,2821,2997,3,1,0,16,3,1,80,8,3,2,2,2,2,No
50,1464,2,4,1,2,1,62,3,5,3,2,19237,12853,2,1,1,11,3,4,80,29,2,8,1,7,7,No
37,124,3,3,1,4,0,35,3,2,2,1,4107,13848,3,1,0,15,3,1,80,8,2,4,3,0,1,No
40,300,26,3,1,3,1,74,3,2,1,2,8396,22217,1,1,0,14,3,2,80,8,2,7,7,7,5,No
26,921,1,1,1,1,0,66,2,1,3,3,2007,25265,1,1,0,13,3,3,80,5,3,5,3,1,3,No
46,430,1,4,1,4,1,40,3,5,4,3,19627,21445,9,1,0,17,3,4,80,23,3,2,2,2,2,No
54,1082,2,4,1,3,0,41,2,3,3,2,10686,8392,6,1,0,11,3,2,80,13,3,9,4,7,0,No
56,1240,9,3,1,1,0,63,3,1,3,2,2942,12154,2,1,0,19,3,2,80,18,3,5,4,0,3,No
36,796,12,5,1,4,0,51,2,3,4,1,8858,15669,0,1,0,11,3,2,80,15,2,14,8,7,8,No
55,444,2,1,1,3,1,40,2,4,1,1,16756,17323,7,1,0,15,3,2,80,31,4,9,7,6,2,No
43,415,25,3,1,3,1,79,2,3,4,3,10798,5268,5,1,0,13,3,3,80,18,3,1,0,0,0,No
20,769,9,3,1,4,0,54,3,1,4,1,2323,17205,1,1,1,14,3,2,80,2,3,2,2,0,2,Yes
21,1334,10,3,1,3,0,36,2,1,1,1,1416,17258,1,1,0,13,3,1,80,1,2,1,0,1,0,Yes
46,1003,8,4,1,4,0,74,2,2,1,3,4615,21029,8,1,1,23,4,1,80,19,3,16,13,1,7,No
51,1323,4,4,1,1,1,34,3,1,3,2,2461,10332,9,1,1,12,3,3,80,18,4,10,0,2,7,Yes
28,1366,24,2,1,2,1,72,2,3,1,1,8722,12355,1,1,0,12,3,1,80,10,2,10,7,1,9,Yes
26,192,1,2,1,1,1,59,2,1,1,2,3955,11141,1,1,0,16,3,1,80,6,3,5,3,1,3,No
30,1176,20,3,1,3,1,85,3,2,1,2,9957,9096,0,1,0,15,3,3,80,7,2,6,2,0,2,No
41,509,7,2,1,2,0,43,4,1,3,2,3376,18863,1,1,0,13,3,3,80,10,3,10,6,0,8,No
38,330,17,1,1,3,0,65,2,3,3,2,8823,24608,0,1,0,18,3,1,80,20,2,19,9,1,9,No
40,1492,20,4,1,1,1,61,3,3,4,2,10322,26542,4,1,0,20,4,4,80,14,3,11,10,11,1,No
27,1277,8,5,1,1,1,87,1,1,3,2,4621,5869,1,1,0,19,3,4,80,3,3,3,2,1,2,No
55,1091,2,1,1,4,1,65,3,3,2,2,10976,15813,3,1,0,18,3,2,80,23,3,3,2,1,2,No
28,857,10,3,1,3,0,59,3,2,3,1,3660,7909,3,1,0,13,3,4,80,10,4,8,7,1,7,No
44,1376,1,2,1,2,1,91,2,3,1,2,10482,2326,9,1,0,14,3,4,80,24,3,20,6,3,6,Yes
33,654,5,3,1,4,1,34,2,3,4,3,7119,21214,4,1,0,15,3,3,80,9,3,3,2,1,2,No
35,1204,4,3,1,4,1,86,3,3,1,1,9582,10333,0,1,1,22,4,1,80,9,3,8,7,4,7,Yes
33,827,29,4,1,1,0,54,2,2,3,1,4508,3129,1,1,0,22,4,2,80,14,3,13,7,3,8,Yes
28,895,15,2,1,1,1,50,3,1,3,3,2207,22482,1,1,0,16,3,4,80,4,2,4,2,2,2,No
34,618,3,1,1,1,1,45,3,2,4,1,7756,22266,0,1,0,17,3,3,80,7,2,6,2,0,4,No
37,309,10,4,1,4,0,88,2,2,4,3,6694,24223,2,1,1,14,3,3,80,8,3,1,0,0,0,No
25,1219,4,1,1,4,1,32,3,1,4,2,3691,4605,1,1,1,15,3,2,80,7,4,7,7,5,6,Yes
26,1330,21,3,1,1,1,37,3,1,3,3,2377,19373,1,1,0,20,4,3,80,1,2,1,1,0,0,Yes
33,1017,25,3,1,1,1,55,2,1,2,1,2313,2993,4,1,1,20,4,2,80,5,3,2,2,2,2,Yes
42,469,2,2,1,4,1,35,3,4,1,2,17665,14399,0,1,0,17,3,4,80,23,3,22,6,13,7,No
28,1009,1,3,1,1,1,45,2,1,2,3,2596,7160,1,1,0,15,3,1,80,1,3,1,0,0,0,Yes
50,959,1,4,1,4,1,81,3,2,3,1,4728,17251,3,1,1,14,3,4,80,5,3,0,0,0,0,Yes
33,970,7,3,1,4,0,30,3,2,2,2,4302,13401,0,1,0,17,3,3,80,4,3,3,2,0,2,No
34,697,3,4,1,3,1,40,2,1,4,2,2979,22478,3,1,0,17,3,4,80,6,3,0,0,0,0,No
48,1262,1,4,1,1,1,35,4,4,4,1,16885,16154,2,1,0,22,4,3,80,27,2,5,4,2,1,No
45,1050,9,4,1,2,0,65,2,2,3,2,5593,17970,1,1,0,13,3,4,80,15,3,15,10,4,12,No
52,994,7,4,1,2,1,87,3,3,2,1,10445,15322,7,1,0,19,3,4,80,18,3,8,6,4,0,No
38,770,10,4,1,3,1,73,2,3,3,3,8740,5569,0,1,1,14,3,2,80,9,3,8,7,2,7,No
29,1107,28,4,1,3,0,93,3,1,4,3,2514,26968,4,1,0,22,4,1,80,11,3,7,5,1,7,No
28,950,3,3,1,4,0,93,3,3,2,3,7655,8039,0,1,0,17,3,2,80,10,2,9,7,1,7,No
46,406,3,1,1,1,1,52,3,4,3,2,17465,15596,3,1,0,12,3,4,80,23,3,12,9,4,9,No
38,130,2,2,1,4,1,32,3,3,2,1,7351,20619,7,1,0,16,3,3,80,10,3,1,0,0,0,No
43,1082,27,3,1,3,0,83,3,3,1,2,10820,11535,8,1,0,11,3,3,80,18,3,8,7,0,1,No
39,203,2,3,1,1,1,84,3,4,4,3,12169,13547,7,1,0,11,3,4,80,21,3,18,7,11,5,Yes
40,1308,14,3,1,3,1,44,2,5,3,1,19626,17544,1,1,0,14,3,1,80,21,4,20,7,4,9,No
21,984,1,1,1,4,0,70,2,1,2,1,2070,25326,1,1,1,11,3,3,80,2,4,2,2,2,2,No
39,439,9,3,1,3,1,70,3,2,2,1,6782,8770,9,1,0,15,3,3,80,9,2,5,4,0,3,No
36,217,18,4,1,1,1,78,3,2,4,1,7779,23238,2,1,0,20,4,1,80,18,3,11,9,0,9,No
31,793,20,3,1,3,1,67,4,1,4,2,2791,21981,0,1,0,12,3,1,80,3,3,2,2,2,2,No
28,1451,2,1,1,1,1,67,2,1,2,2,3201,19911,0,1,0,17,3,1,80,6,1,5,3,0,4,No
35,1182,11,2,1,4,1,54,3,2,4,3,4968,18500,1,1,0,11,3,4,80,5,3,5,2,0,2,No
49,174,8,4,1,4,1,56,2,4,2,2,13120,11879,6,1,0,17,3,2,80,22,3,9,8,2,3,No
34,1003,2,2,1,4,1,95,3,2,3,1,4033,15834,2,1,0,11,3,4,80,5,2,3,2,0,2,No
29,490,10,3,1,4,0,61,3,1,2,3,3291,17940,0,1,0,14,3,4,80,8,2,7,5,1,1,No
42,188,29,3,1,2,1,56,1,2,4,1,4272,9558,4,1,0,19,3,1,80,16,3,1,0,0,0,No
29,718,8,1,1,2,1,79,2,2,4,2,5056,17689,1,1,1,15,3,3,80,10,2,10,7,1,2,No
38,433,1,3,1,3,1,37,4,1,3,2,2844,6004,1,1,0,13,3,4,80,7,4,7,6,5,0,No
28,773,6,3,1,3,1,39,2,1,3,3,2703,22088,1,1,1,14,3,4,80,3,3,3,1,0,2,No
18,247,8,1,1,3,1,80,3,1,3,1,1904,13556,1,1,0,12,3,4,80,0,3,0,0,0,0,Yes
33,603,9,4,1,1,0,77,3,2,1,1,8224,18385,0,1,1,17,3,1,80,6,3,5,2,0,3,Yes
41,167,12,4,1,2,1,46,3,1,4,2,4766,9051,3,1,1,11,3,1,80,6,3,1,0,0,0,No
31,874,15,3,1,3,1,72,3,1,3,2,2610,6233,1,1,0,12,3,3,80,2,2,2,2,2,2,Yes
37,367,25,2,1,3,0,52,2,2,4,3,5731,17171,7,1,0,13,3,3,80,9,3,6,2,1,3,No
27,199,6,3,1,4,1,55,2,1,3,2,2539,7950,1,1,0,13,3,3,80,4,3,4,2,2,2,No
34,1400,9,1,1,2,0,70,3,2,3,2,5714,5829,1,1,0,20,4,1,80,6,2,6,5,1,3,No
35,528,8,4,1,3,1,100,3,1,3,1,4323,7108,1,1,0,17,3,2,80,6,1,5,4,1,4,No
29,408,23,1,1,4,0,45,2,3,1,2,7336,11162,1,1,0,13,3,1,80,11,1,11,8,3,10,Yes
40,593,9,4,1,2,0,88,3,3,3,1,13499,13782,9,1,0,17,3,3,80,20,2,18,7,2,13,No
42,481,12,3,1,3,1,44,3,4,1,1,13758,2447,0,1,1,12,3,2,80,22,2,21,9,13,14,Yes
42,647,4,4,1,2,1,45,3,2,1,1,5155,2253,7,1,0,13,3,4,80,9,4,6,4,1,5,No
35,982,1,4,1,4,1,58,2,1,3,2,2258,16340,6,1,0,12,3,2,80,10,3,8,0,1,7,No
24,477,24,3,1,4,1,49,3,1,2,1,3597,6409,8,1,0,22,4,4,80,6,3,4,3,1,2,No
28,1485,12,1,1,3,0,79,3,1,4,2,2515,22955,1,1,1,11,3,4,80,1,2,1,1,0,0,Yes
26,1384,3,4,1,1,1,82,4,1,4,2,4420,13421,1,1,0,22,4,2,80,8,3,8,7,0,7,No
30,852,10,3,1,3,1,72,2,2,3,2,6578,2706,1,1,0,18,3,1,80,10,3,10,3,1,4,No
40,902,26,2,1,3,0,92,2,2,4,2,4422,21203,3,1,1,13,3,4,80,16,1,1,1,0,0,No
35,819,2,3,1,3,1,44,2,3,2,3,10274,19588,2,1,0,18,3,2,80,15,4,7,7,6,4,No
34,669,1,3,1,4,1,97,2,2,1,1,5343,25755,0,1,0,20,4,3,80,14,3,13,9,4,9,No
35,636,4,4,1,4,1,47,2,1,4,2,2376,26537,1,1,0,13,3,2,80,2,4,2,2,2,2,No
43,1372,9,3,1,1,0,85,1,2,3,1,5346,9489,8,1,0,13,3,2,80,7,2,4,3,1,3,Yes
32,862,2,1,1,3,0,76,3,1,1,3,2827,14947,1,1,0,12,3,3,80,1,3,1,0,0,0,No
56,718,4,4,1,4,0,92,3,5,1,3,19943,18575,4,1,0,13,3,4,80,28,3,5,2,4,2,No
29,1401,6,1,1,2,0,54,3,1,4,2,3131,26342,1,1,0,13,3,1,80,10,3,10,8,0,8,No
19,645,9,2,1,3,1,54,3,1,1,1,2552,7172,1,1,0,25,4,3,80,1,3,1,1,0,0,No
45,1457,7,3,1,1,0,83,3,1,3,2,4477,20100,4,1,1,19,3,3,80,7,2,3,2,0,2,No
37,977,1,3,1,4,0,56,2,2,4,2,6474,9961,1,1,0,13,3,2,80,14,2,14,8,3,11,No
20,805,3,3,1,1,1,87,2,1,3,1,3033,12828,1,1,0,12,3,1,80,2,2,2,2,1,2,No
44,1097,10,4,1,3,1,96,3,1,3,1,2936,10826,1,1,1,11,3,3,80,6,3,6,4,0,2,Yes
53,1223,7,2,1,4,0,50,3,5,3,3,18606,18640,3,1,0,18,3,2,80,26,3,7,7,4,7,No
29,942,15,1,1,2,0,69,1,1,4,2,2168,26933,0,1,1,18,3,1,80,6,2,5,4,1,3,No
22,1256,3,4,1,3,1,48,2,1,4,2,2853,4223,0,1,1,11,3,2,80,1,3,0,0,0,0,Yes
46,1402,2,3,1,3,0,69,3,4,1,2,17048,24097,8,1,0,23,4,1,80,28,3,26,15,15,9,No
44,111,17,3,1,4,1,74,1,1,3,1,2290,4279,2,1,0,13,3,4,80,6,3,0,0,0,0,No
33,147,2,3,1,2,1,99,3,1,3,2,3600,8429,1,1,0,13,3,4,80,5,3,5,4,1,4,No
41,906,5,2,1,1,1,95,2,1,1,3,2107,20293,6,1,0,17,3,1,80,5,1,1,0,0,0,Yes
30,1329,29,4,1,3,1,61,3,2,1,3,4115,13192,8,1,0,19,3,3,80,8,3,4,3,0,3,No
40,1184,2,4,1,2,1,62,3,2,2,2,4327,25440,5,1,0,12,3,4,80,5,3,0,0,0,0,No
50,1421,2,3,1,4,0,30,3,4,1,2,17856,9490,2,1,0,22,4,3,80,32,3,2,2,2,2,No
28,1179,19,4,1,4,1,78,2,1,1,2,3196,12449,1,1,0,12,3,3,80,6,3,6,5,3,3,No
46,1450,15,2,1,4,1,52,3,5,2,2,19081,10849,5,1,0,11,3,1,80,25,3,4,2,0,3,No
35,1361,17,4,1,3,1,94,3,2,1,2,8966,21026,3,1,1,15,3,4,80,15,3,7,7,1,7,No
24,984,17,2,1,4,0,97,3,1,2,2,2210,3372,1,1,0,13,3,1,80,1,1,1,0,0,0,Yes
33,1146,25,3,1,2,0,82,3,2,3,2,4539,4905,1,1,0,12,3,1,80,10,2,10,7,0,1,No
36,917,6,4,1,3,1,60,1,1,3,3,2741,6865,1,1,0,14,3,3,80,7,3,7,7,1,7,No
30,853,7,4,1,3,1,49,3,2,3,3,3491,11309,1,1,0,13,3,1,80,10,2,10,7,8,9,No
44,200,29,4,1,4,1,32,3,2,4,1,4541,7744,1,1,0,25,4,2,80,20,3,20,11,13,17,No
20,654,21,3,1,3,1,43,4,1,4,1,2678,5050,1,1,0,17,3,4,80,2,3,2,1,2,2,No
46,150,2,4,1,4,1,60,3,2,4,3,7379,17433,2,1,0,11,3,3,80,12,2,6,3,1,4,No
42,179,2,5,1,4,1,79,4,2,1,2,6272,12858,7,1,0,16,3,1,80,10,4,4,3,0,3,No
60,696,7,4,1,2,1,52,4,2,4,3,5220,10893,0,1,1,18,3,2,80,12,3,11,7,1,9,No
32,116,13,3,1,3,0,77,2,1,2,2,2743,7331,1,1,0,20,4,3,80,2,3,2,2,2,2,No
32,1316,2,2,1,4,0,38,3,2,3,1,4998,2338,4,1,1,14,3,4,80,10,3,8,7,0,7,No
36,363,1,3,1,3,0,77,1,3,1,3,10252,4235,2,1,1,21,4,3,80,17,3,7,7,7,7,No
33,117,9,3,1,1,1,60,3,1,4,2,2781,6311,0,1,0,13,3,2,80,15,3,14,10,4,10,No
40,107,10,3,1,2,0,84,2,2,2,3,6852,11591,7,1,0,12,3,2,80,7,4,5,1,1,3,No
25,1356,10,4,1,3,1,57,3,2,4,1,4950,20623,0,1,0,14,3,2,80,5,3,4,3,1,1,No
30,1465,1,3,1,4,1,63,3,1,2,2,3579,9369,0,1,1,21,4,1,80,12,3,11,9,5,7,No
42,458,26,5,1,1,0,60,3,3,1,2,13191,23281,3,1,1,17,3,3,80,20,3,1,0,0,0,No
35,1212,8,2,1,3,0,78,2,3,4,2,10377,13755,4,1,1,11,3,2,80,16,2,13,2,4,12,No
27,1103,14,3,1,1,1,42,3,1,1,2,2235,14377,1,1,1,14,3,4,80,9,2,9,7,6,8,No
54,966,1,4,1,4,0,53,3,3,3,3,10502,9659,7,1,0,17,3,1,80,33,1,5,4,1,4,No
44,1117,2,1,1,1,0,72,4,1,4,2,2011,19982,1,1,0,13,3,4,80,10,3,10,5,7,7,No
19,504,10,3,1,1,0,96,2,1,2,1,1859,6148,1,1,1,25,4,2,80,1,4,1,1,0,0,Yes
29,1010,1,3,1,1,0,97,3,1,4,3,3760,5598,1,1,0,15,3,1,80,3,3,3,2,1,2,No
54,685,3,3,1,4,1,85,3,4,4,2,17779,23474,3,1,0,14,3,1,80,36,3,10,9,0,9,No
31,1332,11,2,1,3,1,80,3,2,1,2,6833,17089,1,1,1,12,3,4,80,6,2,6,5,0,1,No
31,1062,24,3,1,3,0,96,2,2,1,1,6812,17198,1,1,0,19,3,2,80,10,3,10,9,1,8,No
59,326,3,3,1,3,0,48,2,2,4,1,5171,16490,5,1,0,17,3,4,80,13,3,6,1,0,5,No
43,920,3,3,1,3,1,96,1,5,4,2,19740,18625,3,1,0,14,3,2,80,25,3,8,7,0,7,No
49,1098,4,2,1,1,1,85,2,5,3,2,18711,12124,2,1,0,13,3,3,80,23,4,1,0,0,0,No
36,469,3,3,1,3,1,46,3,1,2,2,3692,9256,1,1,0,12,3,3,80,12,2,11,10,0,7,No
48,969,2,2,1,4,1,76,4,1,2,1,2559,16620,5,1,0,11,3,3,80,7,2,1,0,0,0,No
27,1167,4,2,1,1,1,76,3,1,3,3,2517,3208,1,1,0,11,3,2,80,5,3,5,3,0,3,No
29,1329,7,3,1,3,1,82,3,2,4,3,6623,4204,1,1,1,11,3,2,80,6,3,6,0,1,0,No
48,715,1,3,1,4,1,76,2,5,4,1,18265,8733,6,1,0,12,3,3,80,25,4,1,0,0,0,No
29,694,1,3,1,4,0,87,2,4,4,3,16124,3423,3,1,0,14,3,2,80,9,2,7,7,1,7,No
34,1320,20,3,1,3,0,89,4,1,3,2,2585,21643,0,1,0,17,3,4,80,2,2,1,0,0,0,No
44,1099,5,3,1,2,1,88,3,5,2,2,18213,8751,7,1,0,11,3,3,80,26,3,22,9,3,10,No
33,536,10,5,1,4,1,82,4,3,3,3,8380,21708,0,1,1,14,3,4,80,10,3,9,8,0,8,No
19,265,25,3,1,2,0,57,4,1,4,1,2994,21221,1,1,1,12,3,4,80,1,3,1,0,0,1,No
23,373,1,2,1,4,1,47,3,1,3,2,1223,16901,1,1,0,22,4,4,80,1,3,1,0,0,1,No
25,599,24,1,1,3,1,73,1,1,4,1,1118,8040,1,1,1,14,3,4,80,1,3,1,0,1,0,Yes
26,583,4,2,1,3,1,53,3,1,4,1,2875,9973,1,1,1,20,4,2,80,8,2,8,5,2,2,No
45,1449,2,3,1,1,0,94,1,5,2,1,18824,2493,2,1,1,16,3,1,80,26,3,24,10,1,11,Yes
55,177,8,1,1,4,1,37,2,4,2,3,13577,25592,1,1,1,15,3,4,80,34,3,33,9,15,0,No
21,251,10,2,1,1,0,45,2,1,3,1,2625,25308,1,1,0,20,4,3,80,2,1,2,2,2,2,Yes
46,168,4,2,1,4,0,33,2,5,2,2,18789,9946,2,1,0,14,3,3,80,26,3,11,4,0,8,No
34,131,2,3,1,3,0,86,3,2,1,1,4538,6039,0,1,1,12,3,4,80,4,3,3,2,0,2,No
51,237,9,3,1,4,1,83,3,5,2,3,19847,19196,4,1,1,24,4,1,80,31,2,29,10,11,10,No
59,1429,18,4,1,4,1,67,3,3,4,1,10512,20002,6,1,0,12,3,4,80,25,2,9,7,5,4,No
34,135,19,3,1,3,0,46,3,2,2,3,4444,22534,4,1,0,13,3,3,80,15,4,11,8,5,10,No
28,791,1,4,1,4,1,44,3,1,3,1,2154,6842,0,1,1,11,3,3,80,5,2,4,2,0,2,No
44,1199,4,2,1,3,1,92,4,5,1,3,19190,17477,1,1,0,14,3,4,80,26,2,25,9,14,13,No
34,648,11,3,1,3,1,56,2,2,2,2,4490,21833,4,1,0,11,3,4,80,14,4,10,9,1,8,No
35,735,6,1,1,3,1,66,3,1,3,2,3506,6020,0,1,1,14,3,4,80,4,3,3,2,2,2,No
42,603,7,4,1,2,0,78,4,2,2,2,2372,5628,6,1,1,16,3,4,80,18,3,1,0,0,0,No
43,531,4,4,1,4,0,56,2,3,4,1,10231,20364,3,1,0,14,3,4,80,23,4,21,7,15,17,No
36,429,2,4,1,3,0,53,3,2,2,1,5410,2323,9,1,1,11,3,4,80,18,3,16,14,5,12,No
44,621,15,3,1,1,0,73,3,3,4,2,7978,14075,1,1,0,11,3,4,80,10,3,10,7,0,5,Yes
28,193,2,3,1,4,1,52,2,1,4,2,3867,14222,1,1,1,12,3,2,80,2,3,2,2,2,2,No
51,968,6,2,1,2,0,40,2,1,3,1,2838,4257,0,1,0,14,3,2,80,8,2,7,0,7,7,No
30,879,9,2,1,3,0,72,3,2,3,1,4695,12858,7,1,1,18,3,3,80,10,3,8,4,1,7,No
